text,category,clean_text
Why was my virtual card rejected?,virtual_card_not_working,virtual card reject
Why won't card virtual my work?,virtual_card_not_working,will not card virtual work
Why is my disposable card not working?,virtual_card_not_working,disposable card work
i cannot get virtual card to work,virtual_card_not_working,virtual card work
The virtual card work. won't,virtual_card_not_working,virtual card work will not
was disposable virtual card My rejected.,virtual_card_not_working,disposable virtual card reject
My disposable virtual card was rejected.,virtual_card_not_working,disposable virtual card reject
My disposable isn't card virtual working.,virtual_card_not_working,disposable not card virtual working
My street arab virtual card won't work,virtual_card_not_working,street arab virtual card will not work
I can't get work virtual card to my at all,virtual_card_not_working,not work virtual card
What do I have to do to get work? virtual card to the,virtual_card_not_working,work virtual card
please help me. My disposable virtual card won't work right.,virtual_card_not_working,help disposable virtual card will not work right
My Virtual card was rejected for a car rental. Why?,virtual_card_not_working,virtual card reject car rental
My Why? card was rejected for a car rental. Virtual,virtual_card_not_working,card reject car rental virtual
I cannot get my disposable virtual card to work,virtual_card_not_working,disposable virtual card work
throwaway My virtual card won't work,virtual_card_not_working,throwaway virtual card will not work
Can I use my virtual card for recurring monthly payments?,virtual_card_not_working,use virtual card recur monthly payment
Why is my not card disposable working?,virtual_card_not_working,card disposable working
I have a disposable card but it does not work?,virtual_card_not_working,disposable card work
What work? I do if my disposable virtual card doesn't do,virtual_card_not_working,work disposable virtual card not
What do I do if my disposable work? card doesn't virtual,virtual_card_not_working,disposable work card not virtual
i cannot get virtual card to work,virtual_card_not_working,virtual card work
Why with I make multiple payments can't my virtual card?,virtual_card_not_working,multiple payment not virtual card
What do I do if my disposable virtual card doesn't work?,virtual_card_not_working,disposable virtual card not work
My virtual card is just not departure through.,virtual_card_not_working,virtual card departure
My throwaway virtual card won't work,virtual_card_not_working,throwaway virtual card will not work
Help me get the virtual card working.,virtual_card_not_working,help virtual card working
My virtual is card just not going through.,virtual_card_not_working,virtual card go
Why is my disposable not card working?,virtual_card_not_working,disposable card working
iodine cannot get my virtual card to function.,virtual_card_not_working,iodine virtual card function
Can I use my virtual card to complete transactions for memberships?,virtual_card_not_working,use virtual card complete transaction membership
get me Help the virtual card working.,virtual_card_not_working,help virtual card working
virtual card won't work for me,virtual_card_not_working,virtual card will not work
Why is my disposable card not working?,virtual_card_not_working,disposable card work
This disposable virtual card is not working.,virtual_card_not_working,disposable virtual card work
What is the reason I got rejected for exploitation my disposable virtual card to pay a subscription to the gym?,virtual_card_not_working,reason get reject exploitation disposable virtual card pay subscription gym
Why won't my virtual card work?,virtual_card_not_working,will not virtual card work
My virtual card isn't working.,virtual_card_not_working,virtual card not work
I cannot get my virtual card to function.,virtual_card_not_working,virtual card function
I tried to use my disposable virtual card to pay a subscription to the gym and it got rejected. Any ideas why?,virtual_card_not_working,try use disposable virtual card pay subscription gym get reject idea
Please help me.  My disposable virtual card won't work right.,virtual_card_not_working,help disposable virtual card will not work right
My disposable virtual card isn't working.,virtual_card_not_working,disposable virtual card not work
What do I do if my disposable virtual card doesn't work?,virtual_card_not_working,disposable virtual card not work
I cannot get my disposable virtual card to work,virtual_card_not_working,disposable virtual card work
This disposable virtual card working. not is,virtual_card_not_working,disposable virtual card work
I can't get my to card virtual work at all,virtual_card_not_working,not card virtual work
Is there a reason why my virtual card won't work?,virtual_card_not_working,reason virtual card will not work
I can't get my virtual card to work at all,virtual_card_not_working,not virtual card work
I cannot get my virtual card to function.,virtual_card_not_working,virtual card function
My disposable virtual got card rejected,virtual_card_not_working,disposable virtual got card reject
What do I do if my disposable virtual card doesn't work?,virtual_card_not_working,disposable virtual card not work
The virtual won't card work.,virtual_card_not_working,virtual will not card work
